City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
107,tacuarembo,-31.7333,-55.9833,13.58,97,65,3.61,UY,1689905711
108,klyuchi,52.2667,79.1667,25.8,43,31,4.21,RU,1689905711
109,tsiombe,-25.3,45.4833,19.07,74,97,6.31,MG,1689905712
110,zmeinogorsk,51.1567,82.195,22.47,62,8,3.95,RU,1689905712
111,cabo san lucas,22.8909,-109.9124,35.9,51,0,9.26,MX,1689905429
112,ghat,24.9647,10.1728,28.56,24,0,0.72,LY,1689905713
113,cidreira,-30.1811,-50.2056,16.75,91,100,6.05,BR,1689905713
114,corn island,12.1694,-83.0418,28.38,82,97,7.9,NI,1689905714
115,port elizabeth,-33.918,25.5701,13.16,58,0,8.23,ZA,1689905714
116,jamestown,42.097,-79.2353,16.68,98,75,3.6,US,1689905437
117,la'ie,21.6477,-157.9253,30.98,68,6,4.02,US,1689905715
118,nizhnesortymskiy,62.4397,71.7603,20.95,59,99,4.34,RU,1689905715
119,mossel bay,-34.1831,22.146,5.96,64,0,3.16,ZA,1689905716
120,tekirova,36.5017,30.5272,29.31,36,0,1.87,TR,1689905716
121,okhotsk,59.3833,143.3,16.67,77,48,5.26,RU,1689905716
122,calca,-13.3333,-71.95,8.64,84,18,2.11,PE,1689905717
123,kudahuvadhoo,2.6708,72.8944,28.29,75,53,4.53,MV,1689905717
124,hermanus,-34.4187,19.2345,7.67,75,0,4.47,ZA,1689905718
125,manokwari,-0.8667,134.0833,28.71,71,24,3.69,ID,1689905718
126,geraldton,-28.7667,114.6,13.23,82,100,3.6,AU,1689905718
127,puerto el triunfo,13.2833,-88.55,27.98,75,54,1.53,SV,1689905719
128,dunedin,-45.8742,170.5036,9.89,52,3,5.81,NZ,1689905719
129,nova vicosa,-17.8919,-39.3719,22.24,85,98,7.2,BR,1689905720
130,beau vallon,-20.4189,57.6953,20.12,94,20,2.06,MU,1689905720
131,whangarei,-35.7317,174.3239,13.48,88,100,2.75,NZ,1689905721
132,yuzhno-kurilsk,44.0306,145.8556,17.13,84,49,3.94,RU,1689905721
133,khanty-mansiysk,61.0042,69.0019,19.06,82,0,1.0,RU,1689905722
134,rundu,-17.9333,19.7667,14.72,37,91,2.33,NA,1689905722
135,yarmouth,41.7057,-70.2286,22.79,88,0,1.79,US,1689905722
136,rehoboth,-23.3167,17.0833,7.08,39,0,0.97,NA,1689905723
137,rodino,52.5,80.25,23.9,52,2,4.53,RU,1689905490
138,anadyr,64.75,177.4833,14.28,94,100,2.0,RU,1689905724
139,acapulco de juarez,16.8634,-99.8901,29.9,84,75,3.6,MX,1689905724
140,messini,37.0511,22.0078,27.32,73,0,1.03,GR,1689905725
141,cooper's town,26.8667,-77.5167,29.74,75,50,4.12,BS,1689905725
142,alamos,27.0167,-108.9333,24.58,69,100,2.04,MX,1689905725
143,pointe-du-lac,46.2869,-72.6845,23.94,85,100,1.54,CA,1689905726
144,vetapalem,15.7833,80.3167,28.16,67,100,6.28,IN,1689905726
145,trondheim,63.4305,10.3951,12.73,86,100,1.93,NO,1689905727
146,mar del plata,-38.0023,-57.5575,10.61,90,0,4.12,AR,1689905675
147,palapag,12.5458,125.1147,30.66,65,93,0.91,PH,1689905727
148,isafjordur,66.0755,-23.124,10.49,73,88,0.19,IS,1689905728
149,gunupur,19.0833,83.8167,25.79,96,100,0.44,IN,1689905728
150,qaqortoq,60.7167,-46.0333,7.99,98,100,1.89,GL,1689905729
151,itoman,26.1247,127.6694,32.43,73,75,5.14,JP,1689905729
152,sandnessjoen,66.0217,12.6316,12.29,89,97,1.46,NO,1689905729
153,santa terezinha,-29.9002,-50.0904,16.41,91,100,5.35,BR,1689905730
154,nuuk,64.1835,-51.7216,7.34,100,100,6.17,GL,1689905654
155,kulhudhuffushi,6.6221,73.07,27.93,80,100,7.8,MV,1689905731
156,kerema,-7.9631,145.7785,26.73,76,78,2.66,PG,1689905731
157,vilyuchinsk,52.9306,158.4028,14.15,91,100,0.83,RU,1689905732
158,tianpeng,30.9866,103.9393,27.34,80,100,1.02,CN,1689905732
159,nadi,-17.8,177.4167,30.0,62,20,3.6,FJ,1689905732
160,howrah,22.5892,88.3103,29.0,94,75,3.6,IN,1689905522
161,georgetown,5.4112,100.3354,28.97,80,20,3.09,MY,1689905733
162,zhangzhou,24.5133,117.6556,32.96,76,98,0.49,CN,1689905650
163,kerikeri,-35.2268,173.9474,17.17,80,97,0.89,NZ,1689905734
164,alofi,-19.0595,-169.9187,24.42,77,100,11.71,NU,1689905734
165,port saint john's,-31.6229,29.5448,11.66,70,99,3.31,ZA,1689905735
166,kargasok,59.0556,80.8572,17.76,93,93,4.73,RU,1689905735
167,alice springs,-23.7,133.8833,16.75,45,0,7.2,AU,1689905735
168,san antonio de pale,-1.4014,5.6325,23.43,74,100,4.72,GQ,1689905736
169,nuku'alofa,-21.1333,-175.2,21.19,94,100,7.2,TO,1689905736
170,lerwick,60.1545,-1.1494,10.0,87,100,5.87,GB,1689905737
171,ribeira grande,38.5167,-28.7,22.1,92,100,2.24,PT,1689905737
172,hamilton,39.1834,-84.5333,27.69,80,0,4.63,US,1689905738
173,illizi,26.4833,8.4667,28.89,20,0,4.02,DZ,1689905738
174,beloretsk,53.9631,58.3981,13.36,75,100,1.69,RU,1689905738
175,palikir - national government center,6.9248,158.1611,28.47,84,100,2.06,FM,1689905739
176,san patricio,28.017,-97.5169,30.09,70,12,5.51,US,1689905198
177,torghay,49.6339,63.4981,22.01,62,42,3.77,KZ,1689905739
178,baiyin,36.5583,104.2081,24.54,30,0,4.51,CN,1689905740
179,chamical,-30.36,-66.314,12.98,57,71,3.19,AR,1689905740
180,new norfolk,-42.7826,147.0587,11.72,52,10,3.02,AU,1689905741
181,ariquemes,-9.9133,-63.0408,23.94,55,0,0.85,BR,1689905741
182,naze,28.3667,129.4833,29.51,73,100,3.71,JP,1689905741
183,shar,49.5886,81.0453,27.07,34,0,1.74,KZ,1689905742
184,salaqi,40.5414,110.5108,23.37,55,18,4.06,CN,1689905742
185,vila franca do campo,37.7167,-25.4333,21.23,80,86,0.91,PT,1689905742
186,ribeira brava,32.65,-17.0667,23.35,79,6,1.81,PT,1689905699
187,las terrenas,19.311,-69.5428,26.07,86,10,3.31,DO,1689905743
188,fuling,29.7022,107.3919,24.15,99,100,1.68,CN,1689905744
189,nsanje,-16.92,35.262,18.8,87,16,1.7,MW,1689905744
190,codrington,-38.2667,141.9667,12.15,69,38,4.54,AU,1689905744
191,arawa,-6.2132,155.5367,27.49,88,100,1.56,PG,1689905745
192,egilsstadir,65.2653,-14.3948,4.95,93,100,2.06,IS,1689905745
193,grovetown,33.4504,-82.1982,22.85,88,40,3.09,US,1689905745
194,barkot,30.8167,78.2,24.7,88,91,0.72,IN,1689905746
195,poxoreo,-15.8372,-54.3892,22.21,38,0,1.83,BR,1689905746
196,qinzhou,21.95,108.6167,29.87,79,95,4.48,CN,1689905560
197,ak-dovurak,51.1833,90.6,17.22,82,100,0.49,RU,1689905747
198,itamaraca,-7.7478,-34.8256,26.03,82,34,5.87,BR,1689905747
199,sungai penuh,-2.0833,101.3833,21.43,74,94,0.9,ID,1689905748
200,cabeza del buey,38.7223,-5.2195,17.81,54,0,2.27,ES,1689905748
201,bahia de kino,28.8333,-111.9333,37.18,56,99,14.74,MX,1689905748
202,touros,-5.1989,-35.4608,22.69,82,6,5.41,BR,1689905749
203,choibalsan,48.0667,114.5,21.91,42,100,6.31,MN,1689905749
204,soroti,1.7146,33.6111,17.33,65,56,0.4,UG,1689905749
205,fale old settlement,-9.3852,-171.2468,28.64,76,100,5.16,TK,1689905750
206,dangriga,16.9692,-88.2321,27.59,84,99,4.9,BZ,1689905750
207,monkey bay,-14.0728,34.9201,21.2,74,41,9.61,MW,1689905750
208,krasnogvardeyskoye,45.8456,41.5186,18.27,49,0,3.38,RU,1689905751
209,tadine,-21.55,167.8833,21.93,59,0,7.0,NC,1689905751
210,suva,-18.1416,178.4415,25.71,78,75,3.09,FJ,1689905752
211,santiago,-33.4569,-70.6483,15.19,68,100,3.09,CL,1689905173
212,ban ao nang,8.0458,98.8103,29.99,84,100,5.23,TH,1689905752
213,nacozari de garcia,30.3742,-109.6908,31.91,32,59,3.35,MX,1689905753
214,flying fish cove,-10.4217,105.6791,24.82,78,100,6.69,CX,1689905753
215,puerto ayora,-0.7393,-90.3518,25.31,93,48,1.79,EC,1689905754
216,sant'antioco,39.0664,8.4522,25.11,80,24,2.98,IT,1689905754
217,sardarshahr,28.4333,74.4833,35.12,48,79,2.26,IN,1689905754
218,medicine hat,50.0501,-110.6683,28.24,30,75,4.12,CA,1689905725
219,vysokaya gora,55.9128,49.3017,14.1,87,4,4.65,RU,1689905755
220,fort mcmurray,56.7268,-111.381,25.77,47,0,2.06,CA,1689905736
221,arraial do cabo,-22.9661,-42.0278,20.89,65,100,6.76,BR,1689905756
222,san jose del guaviare,2.5729,-72.6459,22.27,96,79,1.23,CO,1689905756
223,beidao,34.5686,105.8933,25.07,54,0,1.11,CN,1689905756
224,molochnoye,59.2917,39.6787,12.5,84,100,6.49,RU,1689905757
225,cockburn town,21.4612,-71.1419,27.85,83,56,7.58,TC,1689905757
226,nagqu,31.5,92.0,8.86,45,0,2.66,CN,1689905757
227,port mathurin,-19.6833,63.4167,23.23,66,12,7.05,MU,1689905758
228,san fernando de apure,7.8878,-67.4724,24.08,94,100,1.02,VE,1689905758
229,kostanay,53.1667,63.5833,16.16,82,0,2.0,KZ,1689905759
230,bandundu,-3.3167,17.3667,24.09,54,38,1.44,CD,1689905759
231,tofol,5.3248,163.0078,26.88,89,100,1.54,FM,1689905759
232,raja,8.4596,25.678,20.6,91,100,2.13,SS,1689905760
233,mount pearl,47.5166,-52.7813,21.19,92,100,7.2,CA,1689905760
234,buharkent,37.964,28.7427,27.06,35,0,2.25,TR,1689905760
235,bilibino,68.0546,166.4372,22.76,47,4,2.04,RU,1689905761
236,trinity beach,-16.7888,145.6968,28.9,60,100,2.57,AU,1689905761
237,tanout,14.9709,8.8879,30.47,48,99,5.51,NE,1689905761
238,saint-pierre,-21.3393,55.4781,21.98,73,100,3.09,RE,1689905762
239,poronaysk,49.2167,143.1167,18.94,88,55,3.37,RU,1689905762
240,bikenibeu village,1.3673,173.1241,25.98,94,100,2.57,KI,1689905762
241,gadzhiyevo,69.2551,33.3362,8.39,86,100,6.95,RU,1689905763
242,quetzaltenango,14.8333,-91.5167,15.39,88,100,3.03,GT,1689905745
243,ghogha,21.6833,72.2833,27.06,94,75,2.57,IN,1689905764
244,houghton,47.1219,-88.569,16.17,95,0,6.17,US,1689905764
245,queenstown,-31.8976,26.8753,1.49,93,100,1.2,ZA,1689905765
246,ormara,25.2088,64.6357,28.13,86,100,5.09,PK,1689905765
247,sidi ifni,29.3797,-10.173,20.43,88,29,2.24,MA,1689905766
248,balabac,7.9868,117.0645,26.57,87,100,5.84,PH,1689905766
249,razole,16.4833,81.8333,26.87,77,100,5.16,IN,1689905767
250,atafu village,-8.5421,-172.5159,28.61,76,30,5.35,TK,1689905767
251,west island,-12.1568,96.8225,25.99,73,100,8.75,CC,1689905767
252,gao,16.6362,1.637,31.47,49,91,5.1,ML,1689905768
253,fortuna,40.5982,-124.1573,18.29,83,100,5.14,US,1689905448
254,mezhdurechenskiy,59.6,65.9333,17.56,94,99,2.51,RU,1689905769
255,gettorf,54.4,9.9833,12.79,87,12,2.57,DE,1689905769
256,saudarkrokur,65.7461,-19.6394,7.86,81,13,0.77,IS,1689905769
257,iskateley,67.6803,53.1512,12.54,92,100,5.41,RU,1689905770
258,acarau,-2.8856,-40.12,25.1,78,4,7.15,BR,1689905771
259,spittal an der drau,46.8,13.5,19.14,97,96,0.78,AT,1689905771
260,chonchi,-42.6128,-73.8092,10.62,85,55,4.13,CL,1689905771
261,lihue,21.9789,-159.3672,30.58,67,40,8.75,US,1689905772
262,usinsk,65.9939,57.5281,18.82,81,100,4.0,RU,1689905772
263,laguna,38.421,-121.4238,39.27,24,0,3.09,US,1689905773
264,punta arenas,-53.15,-70.9167,-1.22,94,100,7.04,CL,1689905076
265,st. thomas,42.7736,-81.1804,17.63,94,88,2.85,CA,1689905594
266,cork,51.898,-8.4706,11.87,87,40,2.57,IE,1689905774
267,lompoc,34.6391,-120.4579,21.62,85,100,3.09,US,1689905774
268,bereznik,62.8551,42.7072,15.67,98,66,1.04,RU,1689905774
269,harper,4.375,-7.7169,24.65,88,72,5.17,LR,1689905775
270,lincoln city,44.9582,-124.0179,22.25,83,54,3.31,US,1689905775
271,kailua-kona,19.6406,-155.9956,27.98,92,100,3.6,US,1689905776
272,mirny,62.5353,113.9611,24.02,46,100,4.02,RU,1689905776
273,richards bay,-28.783,32.0377,13.79,78,100,2.83,ZA,1689905776
274,carnarvon,-24.8667,113.6333,16.02,36,12,8.77,AU,1689905777
275,cold lake,54.4502,-110.2017,20.97,68,75,1.03,CA,1689905777
276,salalah,17.0151,54.0924,25.05,100,100,3.6,OM,1689905778
277,tazacorte,28.629,-17.9293,22.54,93,75,8.75,ES,1689905778
278,eforie sud,44.0229,28.6494,20.45,84,28,3.55,RO,1689905316
279,yanam,16.7333,82.2167,25.22,88,100,4.48,IN,1689905779
280,lahij,13.1667,44.5833,28.28,66,99,1.33,YE,1689905779
281,lebu,-37.6167,-73.65,12.55,93,99,7.91,CL,1689905780
282,mers el kebir,35.7279,-0.7081,27.36,47,0,1.54,DZ,1689905780
283,chokwe,-24.5333,32.9833,16.06,84,100,2.65,MZ,1689905780
284,novodvinsk,64.4165,40.8122,13.88,98,100,3.7,RU,1689905781
285,karratha,-20.7377,116.8463,22.85,35,1,9.62,AU,1689905781
286,laojunmiao,39.8333,97.7333,23.78,22,0,6.76,CN,1689905782
287,kayenta,36.7278,-110.2546,31.19,20,17,2.98,US,1689905660
288,huarmey,-10.0681,-78.1522,20.3,82,9,3.8,PE,1689905782
289,gitarama,-2.0744,29.7567,14.7,66,10,1.48,RW,1689905783
290,zheleznogorsk-ilimskiy,56.5768,104.1217,23.48,41,0,2.16,RU,1689905783
291,kutahya,39.4242,29.9833,19.44,52,2,1.28,TR,1689905784
292,kall,50.55,6.55,13.37,90,100,2.17,DE,1689905784
293,nemuro,43.3236,145.575,16.37,88,29,4.54,JP,1689905784
294,togur,58.3631,82.8265,19.5,84,45,3.73,RU,1689905785
295,troitsko-pechorsk,62.7084,56.1964,14.8,94,51,2.34,RU,1689905785
296,barasat,22.7167,88.5167,28.97,94,75,3.6,IN,1689905786
297,nguigmi,14.2495,13.1092,27.63,63,63,5.26,NE,1689905786
298,dire,12.2833,-10.9667,24.15,93,89,0.43,ML,1689905786
299,portland,45.5234,-122.6762,31.98,44,20,2.57,US,1689905417
300,tura,25.5198,90.2201,25.71,92,100,1.61,IN,1689905787
301,hasaki,35.7333,140.8333,30.73,77,28,4.67,JP,1689905788
302,ankazoabo,-22.2833,44.5167,15.86,85,35,3.92,MG,1689905788
303,kavaratti,10.5669,72.642,28.1,80,100,9.8,IN,1689905788
304,sitka,57.0531,-135.33,17.94,68,75,0.0,US,1689905789
305,sussex,41.1834,-74.6663,24.05,80,0,0.0,US,1689905729
306,el-tor,28.2364,33.6254,27.08,54,0,0.0,EG,1689905789
307,el eulma,36.1528,5.6902,26.34,26,45,2.02,DZ,1689905790
308,la ronge,55.1001,-105.2842,22.12,56,75,1.54,CA,1689905790
309,tyup,42.7276,78.3648,18.98,70,99,1.81,KG,1689905791
310,canto do buriti,-8.11,-42.9444,23.47,44,13,2.5,BR,1689905792
311,talcahuano,-36.7167,-73.1167,12.82,100,100,7.2,CL,1689905792
312,kongsvinger,60.1905,11.9977,11.37,91,70,1.54,NO,1689905793
313,vernon,50.2581,-119.2691,34.4,22,14,0.51,CA,1689905793
314,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,100,100,0.0,RU,1689905794
315,port lincoln,-34.7333,135.8667,14.05,55,99,4.9,AU,1689905794
316,wewak,-3.5534,143.6268,29.23,68,75,2.11,PG,1689905794
317,dali,25.7,100.1833,20.57,83,97,0.73,CN,1689905795
318,shizunai-furukawacho,42.3339,142.3669,20.25,80,51,3.34,JP,1689905795
319,yaiza,28.9633,-13.7631,21.87,68,75,7.2,ES,1689905796
320,tralee,52.2704,-9.7026,12.77,86,100,2.89,IE,1689905796
321,cam ranh,11.9214,109.1591,30.98,70,20,5.14,VN,1689905796
322,lobito,-12.3481,13.5456,18.81,86,100,2.76,AO,1689905797
323,lorengau,-2.0226,147.2712,29.36,73,21,4.23,PG,1689905797
324,fort stockton,30.894,-102.8793,34.03,26,0,6.69,US,1689905798
325,tual,-5.6667,132.75,26.5,79,24,8.43,ID,1689905798
326,nizhnekamsk,55.6366,51.8245,15.36,82,0,5.0,RU,1689905574
327,lazaro cardenas,17.9583,-102.2,28.42,82,56,2.39,MX,1689905799
328,olonkinbyen,70.9221,-8.7187,5.13,83,100,0.59,SJ,1689905799
329,kingston,17.997,-76.7936,27.89,87,42,1.98,JM,1689905799
330,kabinda,-6.1333,24.4833,20.77,37,44,1.29,CD,1689905800
331,hithadhoo,-0.6,73.0833,28.42,73,74,7.35,MV,1689905800
332,brady,31.1352,-99.3351,35.25,20,0,2.57,US,1689905800
333,seeb,23.6703,58.1891,30.05,94,40,1.54,OM,1689905801
334,dudinka,69.4058,86.1778,18.68,90,100,4.75,RU,1689905801
335,saint-philippe,-21.3585,55.7679,20.77,76,0,0.43,RE,1689905802
336,vila velha,-20.3297,-40.2925,19.97,95,100,3.09,BR,1689905522
337,princeville,45.7668,-61.2985,20.73,95,0,1.03,CA,1689905802
338,derbent,42.0678,48.2899,23.84,65,0,2.91,RU,1689905803
339,talnakh,69.4865,88.3972,18.45,96,100,3.41,RU,1689905803
340,suntar,62.1444,117.6319,24.01,53,75,3.95,RU,1689905803
341,daru,-9.0763,143.2092,27.22,69,71,5.15,PG,1689905804
